movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt6966692,Green Book,2018,PG-13,130 min,"Biography, Comedy, Drama",8.2,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,/name/nm0268380/,"Viggo Mortensen, 
Mahershala Ali, 
Linda Cardellini, 
Sebastian Maniscalco","/name/nm0001557/,/name/nm0991810/,/name/nm0004802/,/name/nm1724319/",506000.0,85080171.0
tt12193804,Whitney Houston: I Wanna Dance with Somebody,2022,PG-13,144 min,"Biography, Drama, Music",6.7,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical superstardom.",Kasi Lemmons,/name/nm0501435/,"Naomi Ackie, 
Stanley Tucci, 
Ashton Sanders, 
Tamara Tunie","/name/nm7609875/,/name/nm0001804/,/name/nm5480894/,/name/nm0876645/",11152.0,
tt4846340,Hidden Figures,2016,PG,127 min,"Biography, Drama, History",7.8,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Theodore Melfi,/name/nm0577647/,"Taraji P. Henson, 
Octavia Spencer, 
Janelle Monáe, 
Kevin Costner","/name/nm0378245/,/name/nm0818055/,/name/nm1847117/,/name/nm0000126/",236635.0,169607287.0
tt17076046,Weird: The Al Yankovic Story,2022,TV-14,108 min,"Biography, Comedy, Music",7.0,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.",Eric Appel,/name/nm1926903/,"Diedrich Bader, 
Daniel Radcliffe, 
Lin-Manuel Miranda, 
Richard Aaron Anderson","/name/nm0046033/,/name/nm0705356/,/name/nm0592135/,/name/nm10735537/",26532.0,
tt2353868,True Spirit,2023,TV-PG,109 min,"Adventure, Biography, Drama",6.8,"The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world.",Sarah Spillane,/name/nm1417049/,"Alyla Browne, 
Teagan Croft, 
Cliff Curtis, 
Josh Lawson","/name/nm10752061/,/name/nm7509279/,/name/nm0193295/,/name/nm0493257/",5423.0,
tt4273800,The Good Nurse,2022,R,121 min,"Biography, Crime, Drama",6.8,An infamous caregiver is implicated in the deaths of hundreds of hospital patients.,Tobias Lindholm,/name/nm2105585/,"Eddie Redmayne, 
Jessica Chastain, 
Denise Pillott, 
Dartel McRae","/name/nm1519666/,/name/nm1567113/,/name/nm3236205/,/name/nm2869419/",63755.0,
tt1485796,The Greatest Showman,2017,PG,105 min,"Biography, Drama, Musical",7.5,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,Michael Gracey,/name/nm1243905/,"Hugh Jackman, 
Michelle Williams, 
Zac Efron, 
Zendaya","/name/nm0413168/,/name/nm0931329/,/name/nm1374980/,/name/nm3918035/",288430.0,174340174.0
tt3263904,Sully,2016,PG-13,96 min,"Biography, Drama",7.4,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",Clint Eastwood,/name/nm0000142/,"Tom Hanks, 
Aaron Eckhart, 
Laura Linney, 
Valerie Mahaffey","/name/nm0000158/,/name/nm0001173/,/name/nm0001473/,/name/nm0536723/",278841.0,125070033.0
tt1950186,Ford v Ferrari,2019,PG-13,152 min,"Action, Biography, Drama",8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,/name/nm0003506/,"Matt Damon, 
Christian Bale, 
Jon Bernthal, 
Caitríona Balfe","/name/nm0000354/,/name/nm0000288/,/name/nm1256532/,/name/nm1495520/",406637.0,117624028.0
tt1302006,The Irishman,2019,R,209 min,"Biography, Crime, Drama",7.8,"An illustration of Frank Sheeran's life, from WWII veteran, to hitman for the Bufalino crime family and his alleged assassination of close friend, Jimmy Hoffa.",Martin Scorsese,/name/nm0000217/,"Robert De Niro, 
Al Pacino, 
Joe Pesci, 
Harvey Keitel","/name/nm0000134/,/name/nm0000199/,/name/nm0000582/,/name/nm0000172/",397173.0,7000000.0
tt0112573,Braveheart,1995,R,178 min,"Biography, Drama, History",8.4,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,/name/nm0000154/,"Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen","/name/nm0000154/,/name/nm0000521/,/name/nm0001526/,/name/nm0005171/",1046887.0,75600000.0
tt0108358,Tombstone,1993,R,130 min,"Biography, Drama, History",7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","George P. Cosmatos, 
Kevin Jarre",/name/nm0181902/,"Kurt Russell, 
Val Kilmer, 
Sam Elliott, 
Bill Paxton","/name/nm0418883/,/name/nm0000621/,/name/nm0000174/,/name/nm0000385/,/name/nm0000200/",153384.0,56505065.0
tt0195685,Erin Brockovich,2000,R,131 min,"Biography, Drama",7.4,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,/name/nm0001752/,"Julia Roberts, 
Albert Finney, 
David Brisbin, 
Dawn Didawick","/name/nm0000210/,/name/nm0001215/,/name/nm0109773/,/name/nm0225767/",203401.0,125595205.0
tt15301048,"Argentina, 1985",2022,R,140 min,"Biography, Crime, Drama",7.6,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,Santiago Mitre,/name/nm1377207/,"Ricardo Darín, 
Gina Mastronicola, 
Francisco Bertín, 
Santiago Armas Estevarena","/name/nm0201857/,/name/nm12905943/,/name/nm8077780/,/name/nm11966522/",21752.0,
tt1285016,The Social Network,2010,PG-13,120 min,"Biography, Drama",7.8,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",David Fincher,/name/nm0000399/,"Jesse Eisenberg, 
Andrew Garfield, 
Justin Timberlake, 
Rooney Mara","/name/nm0251986/,/name/nm1940449/,/name/nm0005493/,/name/nm1913734/",714684.0,96962694.0
tt1596363,The Big Short,2015,R,130 min,"Biography, Comedy, Drama",7.8,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",Adam McKay,/name/nm0570912/,"Christian Bale, 
Steve Carell, 
Ryan Gosling, 
Brad Pitt","/name/nm0000288/,/name/nm0136797/,/name/nm0331516/,/name/nm0000093/",440449.0,70259870.0
tt5208252,Operation Finale,2018,PG-13,122 min,"Biography, Drama, History",6.6,A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,Chris Weitz,/name/nm0919363/,"Oscar Isaac, 
Ben Kingsley, 
Mélanie Laurent, 
Lior Raz","/name/nm1209966/,/name/nm0001426/,/name/nm0491259/,/name/nm2443797/",44314.0,17612099.0
tt8503618,Hamilton,2020,PG-13,160 min,"Biography, Drama, History",8.4,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Thomas Kail,/name/nm2371802/,"Lin-Manuel Miranda, 
Phillipa Soo, 
Leslie Odom Jr., 
Renée Elise Goldsberry","/name/nm0592135/,/name/nm5623883/,/name/nm1502434/,/name/nm0325989/",98525.0,
tt7984766,The King,2019,R,140 min,"Biography, Drama, History",7.3,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,/name/nm2391575/,"Tom Glynn-Carney, 
Gábor Czap, 
Tom Fisher, 
Edward Ashley","/name/nm6077951/,/name/nm5994557/,/name/nm1433660/,/name/nm5361352/",135321.0,
tt1675434,The Intouchables,2011,R,112 min,"Biography, Comedy, Drama",8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Olivier Nakache, 
Éric Toledano",/name/nm0619923/,"François Cluzet, 
Omar Sy, 
Anne Le Ny, 
Audrey Fleurot","/name/nm0865918/,/name/nm0167388/,/name/nm1082477/,/name/nm0494504/,/name/nm1109153/",870382.0,13182281.0
tt0253474,The Pianist,2002,R,150 min,"Biography, Drama, Music",8.5,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,/name/nm0000591/,"Adrien Brody, 
Thomas Kretschmann, 
Frank Finlay, 
Emilia Fox","/name/nm0004778/,/name/nm0470981/,/name/nm0277975/,/name/nm0288976/",843819.0,32572577.0
tt12758060,Tetris,2023,R,120 min,"Biography, Drama, History",,"The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.",Jon S. Baird,/name/nm1580671/,"Taron Egerton, 
Toby Jones, 
Roger Allam, 
Mezi Atwood","/name/nm5473782/,/name/nm0429363/,/name/nm0019885/,/name/nm12564036/",,
tt14439896,Father Stu,2022,R,124 min,"Biography, Drama",6.5,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",Rosalind Ross,/name/nm6793979/,"Mark Wahlberg, 
Mel Gibson, 
Jacki Weaver, 
Teresa Ruiz","/name/nm0000242/,/name/nm0000154/,/name/nm0915865/,/name/nm1840708/",23359.0,
tt0059742,The Sound of Music,1965,G,172 min,"Biography, Drama, Family",8.1,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Robert Wise,/name/nm0936404/,"Julie Andrews, 
Christopher Plummer, 
Eleanor Parker, 
Richard Haydn","/name/nm0000267/,/name/nm0001626/,/name/nm0662223/,/name/nm0370821/",240938.0,163214286.0
tt11214590,House of Gucci,2021,R,158 min,"Biography, Crime, Drama",6.6,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",Ridley Scott,/name/nm0000631/,"Lady Gaga, 
Adam Driver, 
Al Pacino, 
Jeremy Irons","/name/nm3078932/,/name/nm3485845/,/name/nm0000199/,/name/nm0000460/",141932.0,53809574.0
tt2084970,The Imitation Game,2014,PG-13,114 min,"Biography, Drama, Thriller",8.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",Morten Tyldum,/name/nm0878763/,"Benedict Cumberbatch, 
Keira Knightley, 
Matthew Goode, 
Allen Leech","/name/nm1212722/,/name/nm0461136/,/name/nm0328828/,/name/nm1395602/",781046.0,91125683.0
tt1210166,Moneyball,2011,PG-13,133 min,"Biography, Drama, Sport",7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,/name/nm0587955/,"Brad Pitt, 
Robin Wright, 
Jonah Hill, 
Philip Seymour Hoffman","/name/nm0000093/,/name/nm0000705/,/name/nm1706767/,/name/nm0000450/",432326.0,75605492.0
tt2024544,12 Years a Slave,2013,R,134 min,"Biography, Drama, History",8.1,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,/name/nm2588606/,"Chiwetel Ejiofor, 
Michael Kenneth Williams, 
Michael Fassbender, 
Brad Pitt","/name/nm0252230/,/name/nm0931324/,/name/nm1055413/,/name/nm0000093/",709153.0,56671993.0
tt0268978,A Beautiful Mind,2001,PG-13,135 min,"Biography, Drama",8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,/name/nm0000165/,"Russell Crowe, 
Ed Harris, 
Jennifer Connelly, 
Christopher Plummer","/name/nm0000128/,/name/nm0000438/,/name/nm0000124/,/name/nm0001626/",941682.0,170742341.0
tt0758758,Into the Wild,2007,R,148 min,"Adventure, Biography, Drama",8.1,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Sean Penn,/name/nm0000576/,"Emile Hirsch, 
Vince Vaughn, 
Catherine Keener, 
Marcia Gay Harden","/name/nm0386472/,/name/nm0000681/,/name/nm0001416/,/name/nm0001315/",629942.0,18354356.0
tt4960748,Till,2022,PG-13,130 min,"Biography, Drama, History",7.1,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.",Chinonye Chukwu,/name/nm2703824/,"Danielle Deadwyler, 
Jalyn Hall, 
Frankie Faison, 
Haley Bennett","/name/nm4314990/,/name/nm8786575/,/name/nm0265670/,/name/nm2247245/",8614.0,
tt1727824,Bohemian Rhapsody,2018,PG-13,134 min,"Biography, Drama, Music",7.9,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bryan Singer,/name/nm0001741/,"Rami Malek, 
Lucy Boynton, 
Gwilym Lee, 
Ben Hardy","/name/nm1785339/,/name/nm2377903/,/name/nm3152605/,/name/nm5228887/",548244.0,216428042.0
tt3224458,A Beautiful Day in the Neighborhood,2019,PG,109 min,"Biography, Drama",7.2,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,Marielle Heller,/name/nm1716636/,"Matthew Rhys, 
Tom Hanks, 
Chris Cooper, 
Susan Kelechi Watson","/name/nm0722629/,/name/nm0000158/,/name/nm0177933/,/name/nm1635244/",82908.0,61704055.0
tt8745676,The Swimmers,2022,PG-13,134 min,"Biography, Drama, Sport",7.4,"From war-torn Syria to the 2016 Rio Olympics, two young sisters embark on a harrowing journey as refugees, putting both their hearts and champion swimming skills to heroic use.",Sally El Hosaini,/name/nm2260751/,"Matthias Schweighöfer, 
Manal Issa, 
Ali Suliman, 
Nathalie Issa","/name/nm0777788/,/name/nm6997839/,/name/nm1846124/,/name/nm9060226/",26744.0,
tt1895587,Spotlight,2015,R,129 min,"Biography, Crime, Drama",8.1,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,/name/nm0565336/,"Mark Ruffalo, 
Michael Keaton, 
Rachel McAdams, 
Liev Schreiber","/name/nm0749263/,/name/nm0000474/,/name/nm1046097/,/name/nm0000630/",476636.0,45055776.0
tt0086879,Amadeus,1984,R,160 min,"Biography, Drama, Music",8.4,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,/name/nm0001232/,"F. Murray Abraham, 
Tom Hulce, 
Elizabeth Berridge, 
Roy Dotrice","/name/nm0000719/,/name/nm0001371/,/name/nm0000931/,/name/nm0234541/",405805.0,51973029.0
tt0056172,Lawrence of Arabia,1962,Approved,218 min,"Adventure, Biography, Drama",8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,/name/nm0000180/,"Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins","/name/nm0000564/,/name/nm0000027/,/name/nm0000063/,/name/nm0370144/",297835.0,44824144.0
tt0878804,The Blind Side,2009,PG-13,129 min,"Biography, Drama, Sport",7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",John Lee Hancock,/name/nm0359387/,"Quinton Aaron, 
Sandra Bullock, 
Tim McGraw, 
Jae Head","/name/nm2466842/,/name/nm0000113/,/name/nm0005210/,/name/nm2052567/",339472.0,255959475.0
tt0338751,The Aviator,2004,PG-13,170 min,"Biography, Drama",7.5,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,Martin Scorsese,/name/nm0000217/,"Leonardo DiCaprio, 
Cate Blanchett, 
Kate Beckinsale, 
John C. Reilly","/name/nm0000138/,/name/nm0000949/,/name/nm0000295/,/name/nm0000604/",367749.0,102608827.0
tt3569230,Legend,2015,R,132 min,"Biography, Crime, Drama",6.9,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,Brian Helgeland,/name/nm0001338/,"Tom Hardy, 
Emily Browning, 
Taron Egerton, 
Paul Anderson","/name/nm0362766/,/name/nm0115161/,/name/nm5473782/,/name/nm2167957/",188077.0,1872994.0
tt5083738,The Favourite,2018,R,119 min,"Biography, Comedy, Drama",7.5,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Yorgos Lanthimos,/name/nm0487166/,"Olivia Colman, 
Emma Stone, 
Rachel Weisz, 
Nicholas Hoult","/name/nm1469236/,/name/nm1297015/,/name/nm0001838/,/name/nm0396558/",205297.0,34366783.0
tt1504320,The King's Speech,2010,R,118 min,"Biography, Drama, History",8.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Tom Hooper,/name/nm0393799/,"Colin Firth, 
Geoffrey Rush, 
Helena Bonham Carter, 
Derek Jacobi","/name/nm0000147/,/name/nm0001691/,/name/nm0000307/,/name/nm0001394/",687056.0,138797449.0
tt0210945,Remember the Titans,2000,PG,113 min,"Biography, Drama, Sport",7.8,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Boaz Yakin,/name/nm0945026/,"Denzel Washington, 
Will Patton, 
Wood Harris, 
Ryan Hurst","/name/nm0000243/,/name/nm0001599/,/name/nm0365445/,/name/nm0403652/",219796.0,115654751.0
tt0393162,Coach Carter,2005,PG-13,136 min,"Biography, Drama, Sport",7.3,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,Thomas Carter,/name/nm0141961/,"Samuel L. Jackson, 
Rick Gonzalez, 
Robert Ri'chard, 
Rob Brown","/name/nm0000168/,/name/nm0327779/,/name/nm0722647/,/name/nm0114532/",156002.0,67264877.0
tt12262116,Thirteen Lives,2022,PG-13,147 min,"Action, Adventure, Biography",7.8,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,Ron Howard,/name/nm0000165/,"Viggo Mortensen, 
Colin Farrell, 
Joel Edgerton, 
Tom Bateman","/name/nm0001557/,/name/nm0268199/,/name/nm0249291/,/name/nm5290643/",57990.0,
tt4276820,The Founder,2016,PG-13,115 min,"Biography, Drama",7.2,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",John Lee Hancock,/name/nm0359387/,"Michael Keaton, 
Nick Offerman, 
John Carroll Lynch, 
Linda Cardellini","/name/nm0000474/,/name/nm0644406/,/name/nm0002253/,/name/nm0004802/",156645.0,12786053.0
tt2179136,American Sniper,2014,R,133 min,"Action, Biography, Drama",7.3,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",Clint Eastwood,/name/nm0000142/,"Bradley Cooper, 
Sienna Miller, 
Kyle Gallner, 
Cole Konis","/name/nm0177896/,/name/nm1092227/,/name/nm0973177/,/name/nm6518675/",496596.0,350126372.0
tt6394270,Bombshell,2019,R,109 min,"Biography, Drama",6.8,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,Jay Roach,/name/nm0005366/,"Charlize Theron, 
Nicole Kidman, 
Margot Robbie, 
John Lithgow","/name/nm0000234/,/name/nm0000173/,/name/nm3053338/,/name/nm0001475/",118521.0,
tt0454921,The Pursuit of Happyness,2006,PG-13,117 min,"Biography, Drama",8.0,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,/name/nm0610831/,"Will Smith, 
Thandiwe Newton, 
Jaden Smith, 
Brian Howe","/name/nm0000226/,/name/nm0628601/,/name/nm1535523/,/name/nm0397788/",523088.0,163566459.0
tt12789558,Belfast,2021,PG-13,98 min,"Biography, Drama",7.3,A young boy and his working-class Belfast family experience the tumultuous late 1960s.,Kenneth Branagh,/name/nm0000110/,"Jude Hill, 
Lewis McAskie, 
Caitríona Balfe, 
Jamie Dornan","/name/nm11879379/,/name/nm11888099/,/name/nm1495520/,/name/nm1946193/",78557.0,
tt0802948,An American Crime,2007,R,98 min,"Biography, Crime, Drama",7.2,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",Tommy O'Haver,/name/nm0641373/,"Elliot Page, 
Hayley McFarland, 
Nick Searcy, 
Romy Rosemont","/name/nm0680983/,/name/nm2201055/,/name/nm0780678/,/name/nm0741891/",35485.0,
tt14308636,Bank of Dave,2023,,107 min,"Biography, Comedy, Drama",7.1,Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank.,Chris Foggin,/name/nm3043248/,"Hugh Bonneville, 
Phoebe Dynevor, 
Paul Kaye, 
Joel Fry","/name/nm0095017/,/name/nm3697443/,/name/nm0443373/,/name/nm2181128/",5251.0,
tt6294822,The Post,2017,PG-13,116 min,"Biography, Drama, History",7.2,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,Steven Spielberg,/name/nm0000229/,"Meryl Streep, 
Tom Hanks, 
Sarah Paulson, 
Bob Odenkirk","/name/nm0000658/,/name/nm0000158/,/name/nm0005299/,/name/nm0644022/",154656.0,81903458.0
tt2066051,Rocketman,2019,R,121 min,"Biography, Drama, Musical",7.3,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,Dexter Fletcher,/name/nm0002077/,"Taron Egerton, 
Jamie Bell, 
Richard Madden, 
Bryce Dallas Howard","/name/nm5473782/,/name/nm0068260/,/name/nm0534635/,/name/nm0397171/",179456.0,96368160.0
tt0172493,"Girl, Interrupted",1999,R,127 min,"Biography, Drama",7.3,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,James Mangold,/name/nm0003506/,"Winona Ryder, 
Angelina Jolie, 
Clea DuVall, 
Brittany Murphy","/name/nm0000213/,/name/nm0001401/,/name/nm0245112/,/name/nm0005261/",194111.0,28871190.0
tt4916630,Just Mercy,2019,PG-13,137 min,"Biography, Crime, Drama",7.6,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,Destin Daniel Cretton,/name/nm2308774/,"Michael B. Jordan, 
Jamie Foxx, 
Brie Larson, 
Charlie Pye Jr.","/name/nm0430107/,/name/nm0004937/,/name/nm0488953/,/name/nm11324875/",70214.0,
tt0363163,Downfall,2004,R,156 min,"Biography, Drama, History",8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,/name/nm0386570/,"Bruno Ganz, 
Alexandra Maria Lara, 
Ulrich Matthes, 
Juliane Köhler","/name/nm0004486/,/name/nm0487884/,/name/nm0559890/,/name/nm0477810/",359488.0,5509040.0
